Date,DAI-USD,BUSD-USD,TUSD-USD,USDC-USD,USDT-USD
8/30/21,1.000529,1.000273,1.000033,1.000288,1.000508
8/31/21,1.000683,1.000159,1.000222,1.000214,1.000529
9/1/21,1.001651,0.999953,1.000018,0.999819,1.000321
9/2/21,1.00013,0.999984,0.999839,1.000021,1.000281
9/3/21,1.000058,0.999928,0.999999,0.99984,1.00022
9/4/21,1.000247,1.000063,1.000076,0.999937,1.000384
9/5/21,1.000357,0.999791,0.99987,0.999575,1.000261
9/6/21,1.000201,0.99942,0.999557,0.999518,0.999872
9/7/21,1.000188,1.000372,1.000189,1.000262,1.000493
9/8/21,1.000269,1.000235,1.000004,1.000305,1.00024
9/9/21,1.000281,1.000137,1.000132,1.00021,1.000146
9/10/21,0.999526,1.00017,1.000298,1.000231,1.00032
9/11/21,1.000348,1.00099,1.001077,1.000971,1.000979
9/12/21,1.000126,0.999556,0.999609,0.99949,0.999698
9/13/21,1.000155,1.00003,1.000152,1.000095,1.000235
9/14/21,1.000587,1.000382,1.00036,1.000278,1.000481
9/15/21,1.001441,0.99994,0.999987,1.000021,1.00046
9/16/21,1.000272,1.000146,1.000038,1.000064,1.000451
9/17/21,0.9996,0.999595,0.99947,0.999832,0.999648
9/18/21,0.999289,0.999279,0.999451,0.999405,0.999473
9/19/21,1.000094,1.000132,1.000392,1.000255,1.000442
9/20/21,1.000048,1.000345,1.000094,1.000384,0.999916
9/21/21,0.999875,1.000107,1.000365,1.000344,1.000088
9/22/21,1.000745,0.999626,0.999748,0.999563,1.00004
9/23/21,1.00075,1.000122,1.00005,1.000039,1.000508
9/24/21,1.001228,1.000242,1.000325,1.000135,1.00082
9/25/21,1.001053,1.000469,1.000101,1.000339,1.000989
9/26/21,1.001015,1.000358,1.000516,1.000255,1.000725
9/27/21,0.999793,1.000125,1.000115,1.000304,1.000513
9/28/21,0.999245,1.000378,1.000262,1.000387,1.000298
9/29/21,1.000762,1.000507,1.000359,1.000411,1.000282
9/30/21,1.000801,1.00009,1.000295,1.00014,1.000155
10/1/21,1.000386,0.999596,0.999704,0.999545,1.000178
10/2/21,1.001211,0.999956,1.000037,0.99979,1.000284
10/3/21,1.000196,0.999696,0.999773,0.999681,1.000201
10/4/21,0.999948,0.99957,0.999532,0.999416,0.999838
10/5/21,1.001135,0.999986,0.99995,0.999849,1.00044
10/6/21,1.000785,1.000102,0.999963,0.99999,1.000317
10/7/21,1.00027,1.000135,0.999997,1.000023,1.000375
10/8/21,0.999948,0.999852,1.00008,0.999791,1.000116
10/9/21,1.000904,0.999935,1.000043,0.999896,1.000046
10/10/21,1.000336,1.000718,1.000887,1.000598,1.001018
10/11/21,1.00054,1.000387,1.000484,1.000392,1.000696
10/12/21,1.000136,0.999974,1.000109,0.999962,1.000096
10/13/21,1.001022,1.000053,1.000993,1.000147,1.000097
10/14/21,1.000557,0.999862,0.999829,0.999742,1.000034
10/15/21,1.000117,0.999228,0.99952,0.999239,0.999152
10/16/21,1.000006,0.999898,0.999775,0.999968,1.00004
10/17/21,1.000191,1.000364,1.000277,1.000299,1.00028
10/18/21,0.999595,1.000234,1.000155,1.000058,1.000019
10/19/21,0.999964,1.000002,1.000041,0.999939,1.000117
10/20/21,0.999761,0.999668,0.99961,0.99959,0.99994
10/21/21,0.999627,1.000011,0.999893,1.000118,1.000022
10/22/21,0.999535,1.000188,1.00027,1.000334,0.999879
10/23/21,1.001607,1.000871,1.001569,1.001199,1.000823
10/24/21,0.999945,1.000268,1.001816,1.000308,1.000223
10/25/21,1.000013,0.999601,0.999456,0.99965,0.999375
10/26/21,1.000129,1.000132,1.000037,1.000135,1.000228
10/27/21,1.000228,1.000325,1.000106,1.000273,1.000791
10/28/21,1.000918,1.000071,0.999936,0.999921,1.000484
10/29/21,1.000011,0.999925,0.999935,0.999829,1.000049
10/30/21,1.000475,0.99991,1.000096,1.000131,1.000518
10/31/21,0.999901,0.999704,0.999774,0.999724,1.000376
11/1/21,1.000939,0.999737,0.999834,0.999861,1.000291
11/2/21,1.00131,1.000015,0.999987,0.999896,1.000815
11/3/21,1.000819,1.000062,0.999997,1.000225,1.000678
11/4/21,1.000081,1.000219,1.000229,1.000206,1.000857
11/5/21,1.001021,1.00059,1.000568,1.000562,1.001553
11/6/21,1.001157,1.000444,1.000442,1.000345,1.001454
11/7/21,1.001763,1.000572,1.000778,1.000649,1.001517
11/8/21,1.001488,0.999728,0.999948,0.999828,1.000443
11/9/21,0.999491,0.999927,0.999921,1.000075,1.000202
11/10/21,0.987754,0.999935,0.99964,0.999523,1.000097
11/11/21,1.005354,1.001333,1.001315,0.999856,1.000644
11/12/21,1.00187,0.998101,0.998454,0.999296,1.000114
11/13/21,1.001349,0.999908,1.000711,1.00083,1.000848
11/14/21,1.000729,0.999988,0.999975,0.999647,1.000367
11/15/21,1.00016,0.998683,0.999932,0.999643,1.001502
11/16/21,1.001156,1.000905,1.000395,1.000425,1.000675
11/17/21,1.00307,0.999656,0.99976,0.99985,1.000063
11/18/21,0.996456,0.999863,0.99956,0.999696,0.99997
11/19/21,1.004833,0.999987,0.999993,0.999991,1.00082
11/20/21,1.007407,0.998602,0.999023,0.999699,1.000362
11/21/21,0.996937,1.00021,1.000432,1.000235,1.000873
11/22/21,0.996703,0.999905,0.999772,0.999962,1.000451
11/23/21,1.007526,1.000185,0.999895,1.000115,1.000125
11/24/21,1.004729,1.000165,1.000316,1.000707,1.000697
11/25/21,1.001664,0.999974,0.999196,1.000332,0.999601
11/26/21,0.999201,0.999432,0.999874,0.999843,1.000367
11/27/21,1.0004,1.000212,1.000893,1.001594,1.001099
11/28/21,1.000517,1.000758,1.000036,0.999875,1.000125
11/29/21,1.0047,0.999774,0.999978,1.000078,1.000526
11/30/21,1.000212,0.999696,0.999604,0.999456,1.000286
12/1/21,0.997985,1.000725,0.999557,0.999593,1.000255
12/2/21,0.997458,0.999755,0.998582,0.998839,1.000174
12/3/21,0.996616,1.000004,1.000046,1.000327,1.000617
12/4/21,1.000765,1.000135,0.998892,0.999994,1.000007
12/5/21,0.999049,0.99926,0.999208,0.998715,1.00063
12/6/21,1.009841,1.000305,0.99993,0.999526,1.001362
12/7/21,0.997269,1.000083,1.000005,1.000063,1.000972
12/8/21,1.000714,0.998875,0.999473,0.999913,0.999366
12/9/21,0.99731,1.000211,1.000179,1.000527,1.000882
12/10/21,0.998275,1.001132,1.001438,1.001216,1.00174
12/11/21,1.002637,1.000819,1.000075,1.000172,1.000556
12/12/21,1.001979,1.000072,0.999949,1.000239,1.001051
12/13/21,0.998206,0.999598,0.999885,0.99978,1.000131
12/14/21,0.999451,1.000314,1.000339,1.000195,1.000648
12/15/21,0.997665,1.000724,1.000217,1.000244,1.000402
12/16/21,0.998421,1.000254,0.999871,0.998952,1.00026
12/17/21,0.995739,1.000046,0.999961,0.999806,1.000838
12/18/21,1.000875,1.000659,0.999946,0.99993,1.000183
12/19/21,0.999352,0.999919,0.999809,0.999883,0.999988
12/20/21,1.001571,0.999412,0.998678,0.999642,0.998971
12/21/21,1.00451,1.000552,0.999929,1.000066,1.000397
12/22/21,0.998874,1.000591,1.000047,0.998163,1.000332
12/23/21,1.00458,0.99978,1.000116,1.000219,1.000388
12/24/21,1.001566,1.00036,1.000342,1.000665,1.001202
12/25/21,1.002405,0.999998,0.999524,0.999856,0.999923
12/26/21,1.00076,0.99994,0.999869,0.999108,1.000449
12/27/21,0.999729,0.998266,0.998668,0.999582,0.999944
12/28/21,0.995608,1.000195,1.000166,1.000841,1.001168
12/29/21,0.99625,1.000191,1.000214,0.999463,1.000294
12/30/21,1.000632,1.000047,1.00083,1.000346,1.001036
12/31/21,0.99908,1.000656,0.998673,1.000039,1.000189
1/1/22,0.999859,1.000517,0.999108,1.000085,1.0005
1/2/22,1.000422,0.999464,1.001468,0.999765,1.00046
1/3/22,0.999749,0.999266,0.999084,0.999708,1.000165
1/4/22,0.999099,0.999152,0.999631,1.000585,1.000208
1/5/22,0.99993,1.001074,1.000129,0.999757,1.000122
1/6/22,0.999461,1.001563,1.000737,0.99956,1.000195
1/7/22,0.999558,0.999635,0.999759,1.000477,1.000252
1/8/22,0.999675,1.000022,1.000047,0.999512,1.000097
1/9/22,0.999714,1.000788,1.000434,0.999836,1.000257
1/10/22,1.000316,1.002036,1.000463,1.000381,1.000181
1/11/22,1.000297,0.999573,0.999969,1.000216,1.000362
1/12/22,1.001124,0.999687,1.000238,0.999799,1.00029
1/13/22,0.998932,1.000155,0.999349,0.999025,1.000405
1/14/22,1.00007,1.000097,1.00077,1.000034,1.000283
1/15/22,0.999393,0.999082,0.998824,0.999482,1.000642
1/16/22,1.000283,0.999535,0.999764,0.999692,1.000417
1/17/22,0.999888,1.001598,0.999077,0.999679,1.000368
1/18/22,0.999744,0.999426,0.999774,1.000105,1.00042
1/19/22,0.999598,0.999147,0.999943,1.000331,1.00049
1/20/22,0.999678,1.000084,0.999669,1.000412,1.000257
1/21/22,1.000291,1.001076,1.000158,1.000441,1.000177
1/22/22,0.999951,1.000477,1.000115,1.000032,1.000158
1/23/22,1.000553,1.001051,1.001459,1.000145,1.000491
1/24/22,1.000685,1.000473,1.000738,1.000305,1.000439
1/25/22,1.000375,0.999359,0.999677,1.000429,1.000604
1/26/22,1.000789,1.00025,1.000271,0.999935,1.00063
1/27/22,1.000389,0.999636,1.000089,0.999776,1.000344
1/28/22,1.000286,1.000734,0.999917,0.999651,1.000345
1/29/22,1.000015,1.000843,1.000312,1.000395,1.000362
1/30/22,0.999814,1.000982,0.999408,1.000065,1.000341
1/31/22,1.00017,1.0001,1.000212,0.999539,1.000485
2/1/22,1.000217,1.000881,0.999455,0.999683,1.000426
2/2/22,0.999836,0.998694,1.000235,0.999967,1.00038
2/3/22,1.000262,1.001277,1.000084,1.000231,1.000386
2/4/22,1.000371,0.999693,0.999647,0.999533,1.000563
2/5/22,0.99946,0.99884,0.999413,1.000117,1.000595
2/6/22,1.00062,0.999898,0.999645,1.000357,1.000679
2/7/22,0.999929,0.999276,0.99955,0.999022,1.000555
2/8/22,0.999626,1.000583,0.999734,0.999171,1.000619
2/9/22,0.999854,1.000342,1.000241,0.999587,1.000744
2/10/22,0.999063,0.998938,0.999578,1.000103,1.000726
2/11/22,1.00014,0.998951,0.999796,0.999368,1.000722
2/12/22,0.99992,0.99962,1.000193,1.000177,1.000601
2/13/22,0.999373,0.998666,0.999658,0.999983,1.000456
2/14/22,0.999734,0.998698,1.000101,0.999365,1.000513
2/15/22,1.000105,1.000448,0.999637,0.999571,1.000585
2/16/22,0.999148,0.999201,0.999877,0.999776,1.000397
2/17/22,0.999069,1.000608,1.000141,0.999402,1.000515
2/18/22,0.999494,0.999061,0.999877,0.999771,1.000559
2/19/22,0.999749,0.99979,1.000031,0.99987,1.000576
2/20/22,0.999366,0.998853,0.999954,1.000003,1.000408
2/21/22,0.999251,0.998494,0.999844,0.999335,1.000502
2/22/22,1.00013,1.000728,0.99969,1.000045,1.000704
2/23/22,0.999463,0.999737,0.999528,0.999513,1.000498
2/24/22,1.000246,0.999778,0.999788,0.999963,1.000636
2/25/22,0.999653,1.00058,0.99992,0.999943,1.000474
2/26/22,1.000192,1.000422,1.000264,0.999992,1.000397
2/27/22,0.999489,0.999223,1.000333,0.999722,1.000491
2/28/22,1.0003,1.00069,0.999779,0.999853,1.000351
3/1/22,1.000062,1.000331,0.999851,0.999814,1.000452
3/2/22,0.999636,0.999089,0.999848,0.999569,1.000467
3/3/22,0.999828,1.000725,1.000107,0.999934,1.000017
3/4/22,0.999719,1.000315,1.000267,0.999841,1.000197
3/5/22,1.000046,0.999776,1.000172,0.999371,1.000275
3/6/22,0.999439,1.000681,0.999975,0.999851,1.000244
3/7/22,0.999825,0.999291,1.00017,0.999134,1.000123
3/8/22,1.000307,1.000158,1.000156,1.00026,1.000282
3/9/22,1.000205,1.000157,0.999933,1.00045,1.000294
3/10/22,1.000141,0.999169,0.999768,0.999801,1.000565
3/11/22,0.999464,0.999365,0.999838,0.999341,1.0002
3/12/22,0.999806,0.999023,0.99987,0.999538,1.000081
3/13/22,0.999497,1.000319,1.000402,0.999965,1.000199
3/14/22,1.000674,1.000959,1.000455,1.000288,1.000219
3/15/22,0.999577,0.999095,0.999616,0.999367,1.000334
3/16/22,1.000117,0.999687,1.000039,1.00006,1.000438
